loss,lambd_est,valid_loss,valid_acc,best_valid_acc,best_valid_loss,energy,best_lambd_est,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.4685959815979004,3.168781280517578,0.2889332175254822,0.8776266127824783,0.8776266127824783,0.2889332175254822,650964.9,3.168781280517578,1745390162,,False,1,2db6e_00000,2025-04-23_08-36-02,17.573260068893433,17.573260068893433,22726,viktor.local,127.0.0.1,17.573260068893433,1
0.18149288211550033,3.8008484840393066,0.1521875075995922,0.9718480557203293,0.9718480557203293,0.1521875075995922,932585.5,3.8008484840393066,1745390176,,False,2,2db6e_00000,2025-04-23_08-36-16,14.500706911087036,32.07396697998047,22726,viktor.local,127.0.0.1,32.07396697998047,2
0.14202792303902761,3.978891134262085,0.24018706008791924,0.8760775923728943,0.9718480557203293,0.1521875075995922,1023681.2,3.8008484840393066,1745390189,,False,3,2db6e_00000,2025-04-23_08-36-29,12.866838216781616,44.940805196762085,22726,viktor.local,127.0.0.1,44.940805196762085,3
0.17881174718162843,3.825636386871338,0.10102147422730923,0.9679418057203293,0.9679418057203293,0.10102147422730923,1059991.0,3.825636386871338,1745390201,,False,4,2db6e_00000,2025-04-23_08-36-41,11.72710394859314,56.667909145355225,22726,viktor.local,127.0.0.1,56.667909145355225,4
0.1109021973929235,4.115970134735107,0.07052056584507227,0.9818157255649567,0.9818157255649567,0.07052056584507227,1048807.9,4.115970134735107,1745390213,,False,5,2db6e_00000,2025-04-23_08-36-53,11.921173095703125,68.58908224105835,22726,viktor.local,127.0.0.1,68.58908224105835,5
0.12429964209773711,4.219488143920898,0.10075189219787717,0.9816136807203293,0.9818157255649567,0.07052056584507227,1092982.0,4.115970134735107,1745390227,,False,6,2db6e_00000,2025-04-23_08-37-07,14.21823000907898,82.80731225013733,22726,viktor.local,127.0.0.1,82.80731225013733,6
0.11800660538886275,4.332364082336426,0.061703336890786886,0.9818157255649567,0.9818157255649567,0.061703336890786886,1115782.1,4.332364082336426,1745390241,,False,7,2db6e_00000,2025-04-23_08-37-21,14.259937763214111,97.06725001335144,22726,viktor.local,127.0.0.1,97.06725001335144,7
0.12666632195136376,4.198007106781006,0.06891238503158092,0.9859240353107452,0.9818157255649567,0.061703336890786886,1117912.8,4.332364082336426,1745390255,,False,8,2db6e_00000,2025-04-23_08-37-35,13.749352931976318,110.81660294532776,22726,viktor.local,127.0.0.1,110.81660294532776,8
0.11453871269311224,4.197488784790039,0.06729445140808821,0.9837688505649567,0.9818157255649567,0.061703336890786886,1106076.6,4.332364082336426,1745390269,,False,9,2db6e_00000,2025-04-23_08-37-49,13.47968316078186,124.29628610610962,22726,viktor.local,127.0.0.1,124.29628610610962,9
0.08615040546283126,4.283210754394531,0.06590784760192037,0.9859240353107452,0.9818157255649567,0.061703336890786886,1103848.8,4.332364082336426,1745390283,,False,10,2db6e_00000,2025-04-23_08-38-03,13.880097150802612,138.17638325691223,22726,viktor.local,127.0.0.1,138.17638325691223,10
0.09397723386064172,4.209412097930908,0.25751805305480957,0.8819369673728943,0.9818157255649567,0.061703336890786886,1139146.1,4.332364082336426,1745390299,,False,11,2db6e_00000,2025-04-23_08-38-19,16.179109811782837,154.35549306869507,22726,viktor.local,127.0.0.1,154.35549306869507,11
0.09705353820962566,4.323431968688965,0.05831167008727789,0.9859240353107452,0.9859240353107452,0.05831167008727789,1130273.6,4.323431968688965,1745390312,,False,12,2db6e_00000,2025-04-23_08-38-32,13.276455879211426,167.6319489479065,22726,viktor.local,127.0.0.1,167.6319489479065,12
0.10065285761707596,4.324925899505615,0.05379558401182294,0.9857219755649567,0.9857219755649567,0.05379558401182294,1121761.4,4.324925899505615,1745390326,,False,13,2db6e_00000,2025-04-23_08-38-46,13.859970808029175,181.49191975593567,22726,viktor.local,127.0.0.1,181.49191975593567,13
0.08328321645967662,4.359761714935303,0.0726601134520024,0.9837688505649567,0.9857219755649567,0.05379558401182294,1146211.8,4.324925899505615,1745390338,,False,14,2db6e_00000,2025-04-23_08-38-58,12.609090089797974,194.10100984573364,22726,viktor.local,127.0.0.1,194.10100984573364,14
0.08219875586551748,4.44722318649292,0.06192632392048836,0.9857219755649567,0.9857219755649567,0.05379558401182294,1136750.0,4.324925899505615,1745390352,,False,15,2db6e_00000,2025-04-23_08-39-12,13.903390884399414,208.00440073013306,22726,viktor.local,127.0.0.1,208.00440073013306,15
0.07315037399530411,4.410950183868408,0.04663916048593819,0.9859240353107452,0.9859240353107452,0.04663916048593819,1147490.8,4.410950183868408,1745390367,,False,16,2db6e_00000,2025-04-23_08-39-27,14.372764825820923,222.37716555595398,22726,viktor.local,127.0.0.1,222.37716555595398,16
0.07506129212145295,4.535521030426025,0.036766910227015615,0.9876751005649567,0.9876751005649567,0.036766910227015615,1163794.1,4.535521030426025,1745390380,,False,17,2db6e_00000,2025-04-23_08-39-40,12.814247846603394,235.19141340255737,22726,viktor.local,127.0.0.1,235.19141340255737,17
0.05906069218846304,4.561058521270752,0.05862859636545181,0.9859240353107452,0.9876751005649567,0.036766910227015615,1201947.2,4.535521030426025,1745390392,,False,18,2db6e_00000,2025-04-23_08-39-52,12.168514013290405,247.35992741584778,22726,viktor.local,127.0.0.1,247.35992741584778,18
0.0747997248545289,4.669710159301758,0.057141029043123126,0.9876751005649567,0.9876751005649567,0.036766910227015615,1222544.0,4.535521030426025,1745390404,,False,19,2db6e_00000,2025-04-23_08-40-04,12.263670921325684,259.62359833717346,22726,viktor.local,127.0.0.1,259.62359833717346,19
0.08563592862005212,4.597826957702637,0.05117041594348848,0.9857219755649567,0.9876751005649567,0.036766910227015615,1212889.0,4.535521030426025,1745390417,,False,20,2db6e_00000,2025-04-23_08-40-17,12.88383412361145,272.5074324607849,22726,viktor.local,127.0.0.1,272.5074324607849,20
0.08513304970360228,4.5781755447387695,0.05621829186566174,0.9876751005649567,0.9876751005649567,0.036766910227015615,1200684.6,4.535521030426025,1745390429,,False,21,2db6e_00000,2025-04-23_08-40-29,11.949340105056763,284.4567725658417,22726,viktor.local,127.0.0.1,284.4567725658417,21
0.09321596455161593,4.516351699829102,0.0350041922647506,0.9896282255649567,0.9896282255649567,0.0350041922647506,1172971.4,4.516351699829102,1745390443,,False,22,2db6e_00000,2025-04-23_08-40-43,14.063109159469604,298.5198817253113,22726,viktor.local,127.0.0.1,298.5198817253113,22
